temperature,humidity,pressure,label
0.8922303260793203,-0.12858855317049317,0.007983207919256339,0
-0.6116104277645485,-1.2150357306755144,0.7096874574984342,0
1.5048468649915179,-1.501607623120763,-0.8846807655882563,1
-0.38470569118616277,-0.1172000406045793,-0.24871525458666113,0
-1.022698516178582,0.21890822848315886,-0.04248907571660411,0
3.0712561066892343,1.071816089334147,1.903016566129792,1
-1.1595484254323645,0.9559402084001168,-0.6513393488371699,0
-1.7241804635716331,-1.0967585770132782,0.8340485516123625,0
0.7601518248834059,1.2207100956796708,0.1212736819759277,0
0.28756304126968,-0.43216032430536166,-0.4547883129011248,0
1.0061689340972306,-0.4815668103687631,-0.9362981782991062,0
0.30024222549361584,0.7081491196201549,0.324595131301736,0
0.8773090252347928,0.0153719332964811,-1.5758885620767242,0
-1.0418669759743737,-0.6071459240578121,-0.7843476884284468,0
-2.3059334337235566,0.9627762288692194,0.024951404630255993,0
0.35251863116855436,-1.4869361411674908,-0.08045309680007491,0
0.10876720078459444,1.004113367952705,0.5872078090593867,0
-1.0760815815443183,1.371022074402916,0.15713618203845786,0
0.6443610453634172,0.21956272739205168,1.3494886273567446,0
-0.09883850903266116,0.9502554914185275,0.4275297222167385,0
-0.11755220376166933,0.9054680680914349,-0.49743841493785446,0
-0.5012055167704909,2.537364895879339,1.6334934584872063,0
0.8521635126014651,-0.12922345688772122,0.45807976840170656,0
-0.034301753883686795,-1.2530614825022601,-0.6230189035591708,0
-0.06331438638722159,-0.24950308416806222,-0.6950458063659719,0
-0.5307686730607402,-0.6186505961877302,1.0225933208594356,0
-0.06743136415936571,-0.25045413268789735,1.0008297819356018,0
1.1385336909612027,-0.6745292659502733,-0.25873923759678985,1
-0.8220667436929042,-0.797255022961836,0.7706137934292366,0
-0.7891609857116639,-1.6643809074138356,-0.4791966406405668,0
-2.077653319640498,-1.1445235977108186,0.5203076877050344,0
-0.36483505765295565,-1.3682384437554813,-0.37446234615288915,0
-0.8057684048919453,-1.7605139246159074,1.5514523785286574,0
-0.1897800068754644,-1.923311220135873,-1.238124227852093,0
0.4086848167408629,-0.6713913175040435,2.2423671869056063,0
-1.0937762233151966,-1.4868346406478068,-0.06609283917277033,0
-0.25974601265856284,-1.01000169283749,-0.13211342042091484,0
1.218197983989091,-0.7262560544027344,0.1432692960468129,1
-0.7553225850239103,0.2654041752441874,0.8115499027319635,0
1.2022430118102758,0.8886335441089682,-1.0338324046589773,1
0.7281656779490742,-0.04789694115703665,-0.1696773890813301,0
1.1794123445447462,0.8747847208687726,0.8994567234572619,1
0.8783827715977716,-1.5383238229615972,0.5232568379071506,0
0.8287675816537918,-1.3296113553815045,-1.4330848120029893,0
-0.4040564198495063,0.020213212217132546,-0.2527910457754278,0
0.7669892700434424,-1.8129510152857504,-0.08341078788413218,0
-0.38597255011421266,-2.447945053869828,-1.7510630582613984,0
0.29868012795850085,-0.6423201138433705,-0.9554556061362831,0
0.2848923255814843,-0.8819376740421968,-0.25544320679518573,0
1.2208600981980982,-0.013076378028895094,-0.16391708705910338,1
-1.120177503590068,0.3849676821728241,1.3805542725525368,0
-0.5424325385453648,0.6199198443983249,0.3012162032493704,0
-0.716393444358818,-0.04717424605490798,-0.3997455080960836,0
-0.32299489139605014,0.15652771957000275,0.4775306907393255,0
-1.6605062220690037,0.9961333911012361,0.5890269267539471,0
1.43610695579302,0.8620799738630731,0.3218070312413768,1
-1.3066338854994786,0.04122851966120617,-3.179110032991345,0
-1.488035495533507,-0.17372996548928915,-1.4869704639488883,0
1.2976194270093375,0.09934303024498287,-0.14766594967083843,1
0.7148684084883916,-0.7185846219319547,0.44973241768521954,0
-0.7844281216344908,-0.2740772723633241,-0.37182125419300555,0
-0.5049955379871831,-1.410068120778432,-0.5889861371463413,0
