0,1,2,3,4,5,6,7,8,9,10
0.5791672846717529,0.9585038424803485,0.8904333018237132,0.5547264884317461,0.5006601420663409,0.5874403966985922,0.7153390740128729,0.9226854882100911,0.7726371837721012,0.050978232561881054,1.0
0.43676975791587047,0.9935412852640501,0.35850736618690904,0.24713128544552143,0.41836254695994,0.3748230813103166,0.8079408722725133,0.4665550231846616,0.6054488792318652,0.8915786156898914,0.0
0.7493173548759757,0.838268724517396,0.8134372232773893,0.14657127207079346,0.7703766772129297,0.5647071034303626,0.6516595449351661,0.6309014684084444,0.5366717553709839,0.27430884557093094,0.0
0.006771630035585452,0.7705128419403487,0.9293860449800333,0.1366718603413538,0.22924004212410354,0.9300637464104037,0.5527487049308836,0.049350605692275895,0.15458003974446466,0.9484413367255716,1.0
0.8872495023648803,0.3981905016291122,0.556203741651306,0.11723702814507608,0.9585262642397551,0.4966568580692565,0.0774439402074456,0.4606537199835139,0.09085698311792123,0.9876049868723026,1.0
0.05749402430996409,0.8017202580813997,0.7869851729026446,0.4077584860067478,0.12627551288262706,0.6861172284401785,0.4162286370100272,0.26636931365071537,0.5911200007136902,0.40018418506879316,0.0
0.5242176812057147,0.04305845251986096,0.9619780293667671,0.2462546750588478,0.04021121208918088,0.5509866762675744,0.16472150655749507,0.3944228060185069,0.6132590858408867,0.9902383823825178,0.0
0.32216486546856027,0.9249419296852446,0.8008954738348388,0.5928530705695524,0.9335361177952828,0.5256169502506272,0.49217565478612657,0.5288803460858795,0.6418526210134675,0.7321146936204621,0.0
0.7379551282501358,0.7349625055101725,0.8055231170154196,0.6051087234506721,0.12178417370925321,0.5316935911847004,0.5510076688818835,0.8721164097420654,0.2678655210239882,0.8571477601223645,1.0
0.21813642945121703,0.22098960895302366,0.25784984917809994,0.5425425688694719,0.6261483725475466,0.9203024513645994,0.24732506475822913,0.03899023573187499,0.8088558915934702,0.4624000362250936,0.0
0.4313338894095503,0.940135169153191,0.6511246618213241,0.058805989440840145,0.9314163724193262,0.3318497290102145,0.9125454966525129,0.5750915382576187,0.5888237157390753,0.14920722852016466,1.0
0.6839205967461517,0.5316362665606439,0.34310172282510687,0.7268027984100303,0.5640181091085338,0.41227446718248684,0.8210821314979495,0.3567554372543412,0.8552256162272353,0.5592489645833635,0.0
0.7040379574474099,0.028190755304901227,0.8963211210280553,0.15323718834737943,0.5199269671869016,0.2061382849978608,0.026430631036949315,0.5657505530089111,0.7072534120442314,0.794807637038142,1.0
0.838917049114585,0.163129353947009,0.12138322065650975,0.5472213170006874,0.7790052379516975,0.8079886025795621,0.24124493667179003,0.18984362905563834,0.021168749244173446,0.9646427390571225,0.0
0.7184676638399157,0.7868634964213258,0.9947134966417275,0.7225965323774437,0.674929043835539,0.999110980675356,0.3897268156968543,0.6594421836539833,0.20696283422263317,0.45702271033912567,0.0
0.21043532802654974,0.8821922920606927,0.42473707988004505,0.9966950806409033,0.27079913535254285,0.45692000633038343,0.5262520676930266,0.6675262541608332,0.467156383239575,0.8445499512162985,1.0
0.9214907151665243,0.506235280794177,0.79442363535274,0.4096024840617851,0.2118537882720788,0.8746074573942717,0.5964719441126747,0.6041817435171074,0.020509071663345924,0.7567973652966083,0.0
0.03145144659379029,0.18628119430780243,0.9846662943057626,0.12339405368000111,0.5236155152125183,0.23514497461177275,0.2784066803163512,0.13854491338468478,0.03779453666941068,0.29085001266953503,0.0
0.6001558293496838,0.5324207375326007,0.7374776231900843,0.9929091068626318,0.19556689130998772,0.8047019994720614,0.10457539407499006,0.14968790167251234,0.6086502069857904,0.6545049301918182,1.0
0.32805721866232707,0.6207081740176842,0.4837049671674487,0.08431524916176236,0.2768704365803053,0.1708638397684561,0.7270070091853263,0.8333004396618737,0.8968909427728993,0.3390803231701315,0.0
0.19049919338452215,0.26274262632291334,0.22944582484997555,0.5603266843115567,0.5365817860654779,0.6637440612751588,0.5564282175592764,0.36296865799226363,0.057139694388743,0.13217056094941615,1.0
0.596131360568709,0.5914775455151029,0.39511422934064255,0.36529756392126933,0.20802564278853264,0.17148907232007993,0.6138864896048252,0.35365011378957345,0.7747253165012538,0.26965288917839336,1.0
0.7328189030473529,0.41591932269421783,0.10386008936919944,0.7011860802676602,0.7281865630022926,0.31144991546335155,0.0781597315001229,0.6445097693670991,0.698294985537342,0.5038287097819801,1.0
0.25211564884802806,0.6938492341122406,0.03404399843268735,0.21029152981045596,0.6174384960910378,0.5604858151101708,0.07093437136605352,0.41520207746344395,0.11475694118146718,0.8668913061136045,1.0
0.8238690889893756,0.17413807949130433,0.5755336160379642,0.6079320381009187,0.6037039272393891,0.11293633816263171,0.8592748767301088,0.9866524356166796,0.02491721399043112,0.7776875716069276,0.0
0.3800501421019926,0.11548450698297963,0.5988973360069272,0.8883044807935294,0.18615384965475923,0.1502154408885784,0.41874318488245954,0.4486907524210779,0.17350932191519752,0.5490792708050005,0.0
0.29559791831195903,0.07944974252991588,0.2747006234089254,0.026087838854921164,0.014042992091201412,0.8155366471797924,0.7241762753369316,8.487495856812632e-05,0.6542423865544719,0.7059563114683077,1.0
0.1482415111459564,0.25034647984249847,0.46123210745456134,0.30452542189275034,0.341086508890902,0.9852030063423225,0.5311736392353753,0.5079069014906231,0.7240286458865812,0.40450229724160636,0.0
0.547510046020804,0.892545623891492,0.3686232402845251,0.05545321989088792,0.6385161273039311,0.2544569294319545,0.1485229339699139,0.5752976756675849,0.7661331715192463,0.2777252371646154,1.0
0.4678272790424335,0.4704103566568353,0.15656349433047356,0.35241856962912,0.080825804200779,0.5652245223772829,0.25693181252025266,0.17927196254562294,0.42310627032417514,0.5893269479907173,0.0
0.0005206421937000716,0.7772180409645463,0.28983724731211746,0.8912044120382417,0.5616816285935078,0.036265820755189915,0.20735397637346875,0.37639584010157967,0.30133371323135016,0.4762704915854089,1.0
0.015501360391241503,0.5231496909616532,0.5778880823747219,0.7153294982207797,0.17833478480384746,0.054231305379422445,0.022189158130505038,0.6383304411117429,0.8280013640222585,0.49741305556743365,0.0
0.12827868911863605,0.461899513613222,0.98983767998695,0.24811791851305876,0.8901964047972853,0.9733652505197902,0.4413965178772803,0.7238510002613749,0.7571568444199078,0.6488788601912459,1.0
0.6963802345164058,0.008433320777320286,0.47405934060529475,0.7273482731447009,0.7725419421910578,0.3424640361299436,0.060589043282589405,0.24201573848716584,0.7789421947702883,0.9922127676062384,1.0
0.4055302692988726,0.984116884890605,0.17039520033207478,0.17783390556993384,0.43631931011452674,0.49483603809716403,0.09012400171005586,0.34991532785378365,0.22550208514384196,0.4179415203305107,1.0
0.08279113712691744,0.3395211686865177,0.6922884107668155,0.15747287384874065,0.4091744017428919,0.601233374978545,0.46241179646089714,0.4905161879220865,0.7236473345046102,0.15890092768169706,1.0
